time,vehicle_id,co2,fuel,nox
116.00,veh25,2300.23,733.76,0.95
116.00,veh26,2298.06,733.06,0.96
116.00,veh3,3274.57,1044.75,1.27
116.00,veh30,2297.69,732.94,0.96
116.00,veh31,3040.13,969.92,1.20
116.00,veh32,2488.76,793.96,1.00
116.00,veh33,2315.27,738.56,0.96
116.00,veh4,3343.70,1066.78,1.33
116.00,veh48,3050.29,973.13,1.24
116.00,veh49,3144.17,1003.06,1.29
116.00,veh5,3194.70,1019.24,1.27
116.00,veh6,3230.77,1030.74,1.29
117.00,veh12,2356.19,751.71,0.90
117.00,veh13,2861.62,912.94,1.15
117.00,veh14,2535.16,808.78,1.00
117.00,veh15,2823.99,900.92,1.15
117.00,veh16,2529.82,807.06,1.02
117.00,veh22,2532.64,807.94,1.03
117.00,veh23,2328.53,742.81,0.95
117.00,veh24,2338.84,746.10,0.95
117.00,veh25,2372.56,756.84,0.98
117.00,veh26,2285.36,729.01,0.95
117.00,veh3,0.00,0.00,0.00
117.00,veh30,2297.99,733.03,0.96
117.00,veh31,0.00,0.00,0.00
117.00,veh32,2874.20,916.93,1.17
117.00,veh33,2342.58,747.28,0.96
117.00,veh4,3598.16,1147.97,1.44
117.00,veh48,3101.27,989.40,1.25
117.00,veh49,3028.52,966.18,1.23
117.00,veh5,3726.25,1188.83,1.51
117.00,veh6,3848.65,1227.86,1.57
118.00,veh12,3607.61,1150.95,1.48
118.00,veh13,2825.36,901.38,1.12
118.00,veh14,3131.74,999.11,1.27
118.00,veh15,2969.28,947.28,1.20
118.00,veh16,2775.48,885.44,1.12
118.00,veh22,2693.65,859.32,1.10
118.00,veh23,2683.56,856.09,1.11
118.00,veh24,2398.05,764.99,0.98
118.00,veh25,2331.85,743.86,0.95
118.00,veh26,2348.97,749.31,0.97
118.00,veh3,1810.15,577.54,0.61
118.00,veh30,2286.83,729.48,0.95
118.00,veh31,2056.84,656.11,0.84
118.00,veh32,2654.87,846.97,1.06
118.00,veh33,2367.08,755.10,0.97
118.00,veh4,3510.95,1120.16,1.39
118.00,veh48,3487.53,1112.64,1.42
118.00,veh49,3027.08,965.73,1.21
118.00,veh5,3317.60,1058.47,1.30
118.00,veh6,3403.70,1085.93,1.35
119.00,veh12,3392.25,1082.26,1.36
119.00,veh13,2738.21,873.59,1.07
119.00,veh14,2195.58,700.47,0.82
119.00,veh15,3445.10,1099.09,1.42
119.00,veh16,3032.56,967.46,1.23
119.00,veh22,2992.29,954.60,1.23
119.00,veh23,2506.70,799.67,1.01
119.00,veh24,2804.18,894.57,1.16
119.00,veh25,2435.59,776.97,0.99
119.00,veh26,2518.08,803.28,1.04
119.00,veh3,1982.49,632.52,0.69
119.00,veh30,2397.12,764.67,0.99
119.00,veh31,2279.50,727.14,0.95
119.00,veh32,2993.59,955.04,1.21
119.00,veh33,2406.12,767.57,0.98
119.00,veh4,3734.77,1191.57,1.48
119.00,veh48,3490.22,1113.51,1.41
119.00,veh49,2888.09,921.41,1.14
119.00,veh5,4082.37,1302.46,1.65
119.00,veh6,2003.08,639.11,0.68
120.00,veh12,3399.59,1084.61,1.36
120.00,veh13,3698.15,1179.84,1.51
120.00,veh14,0.00,0.00,0.00
120.00,veh15,2739.86,874.11,1.07
120.00,veh16,2990.47,954.05,1.20
120.00,veh22,2991.48,954.36,1.22
120.00,veh23,2565.07,818.30,1.03
120.00,veh24,2642.03,842.86,1.07
120.00,veh25,2490.52,794.50,1.01
120.00,veh26,2436.66,777.31,0.99
120.00,veh3,1811.50,577.97,0.61
120.00,veh30,2439.29,778.14,1.00
120.00,veh31,2419.07,771.68,1.00
120.00,veh32,3555.70,1134.38,1.46
120.00,veh33,2737.78,873.39,1.13
120.00,veh34,2298.06,733.06,0.96
120.00,veh4,0.00,0.00,0.00
120.00,veh48,2976.84,949.74,1.16
120.00,veh49,3187.06,1016.79,1.27
120.00,veh5,2867.06,914.76,1.06
120.00,veh6,4078.91,1301.35,1.65
121.00,veh12,3878.68,1237.46,1.57
121.00,veh13,3322.06,1059.87,1.32
121.00,veh14,2726.03,869.67,1.10
121.00,veh15,0.00,0.00,0.00
121.00,veh16,3010.10,960.32,1.20
121.00,veh22,2752.86,878.24,1.09
121.00,veh23,2691.10,858.52,1.08
121.00,veh24,2806.42,895.31,1.14
121.00,veh25,2893.65,923.12,1.19
121.00,veh26,2316.78,739.08,0.93
121.00,veh3,3629.23,1157.87,1.47
121.00,veh30,2348.83,749.29,0.95
121.00,veh31,2317.83,739.39,0.95
121.00,veh32,0.00,0.00,0.00
121.00,veh33,2819.68,899.53,1.15
121.00,veh34,2314.64,738.36,0.96
121.00,veh4,0.00,0.00,0.00
121.00,veh48,3575.24,1140.66,1.43
121.00,veh49,3742.27,1193.93,1.52
121.00,veh5,0.00,0.00,0.00
121.00,veh6,4193.13,1337.80,1.69
122.00,veh12,4224.73,1347.87,1.72
122.00,veh13,3200.96,1021.25,1.25
122.00,veh14,3108.64,991.74,1.27
122.00,veh15,2531.80,807.71,1.00
122.00,veh16,0.00,0.00,0.00
122.00,veh22,3170.98,1011.64,1.28
122.00,veh23,2659.26,848.37,1.06
122.00,veh24,2696.41,860.23,1.08
122.00,veh25,2696.97,860.39,1.09
122.00,veh26,2511.56,801.22,1.02
122.00,veh3,3725.61,1188.63,1.50
122.00,veh30,2499.08,797.23,1.02
122.00,veh31,2322.05,740.74,0.94
122.00,veh32,0.00,0.00,0.00
122.00,veh33,3008.94,959.92,1.23
122.00,veh34,2352.23,750.36,0.97
122.00,veh4,1852.47,591.01,0.66
122.00,veh48,3517.14,1122.13,1.39
122.00,veh49,3031.03,967.04,1.17
122.00,veh5,0.00,0.00,0.00
122.00,veh6,0.00,0.00,0.00
123.00,veh12,4161.62,1327.75,1.68
123.00,veh13,3588.84,1145.00,1.43
123.00,veh14,2722.97,868.71,1.07
123.00,veh15,2830.06,902.87,1.13
123.00,veh16,1750.41,558.44,0.62
123.00,veh22,1647.69,525.69,0.56
123.00,veh23,2844.05,907.34,1.14
123.00,veh24,3215.52,1025.84,1.31
123.00,veh25,2984.38,952.09,1.21
123.00,veh26,2646.98,844.44,1.07
123.00,veh3,3420.32,1091.25,1.34
123.00,veh30,2675.53,853.54,1.09
123.00,veh31,2507.69,799.98,1.02
123.00,veh32,0.00,0.00,0.00
123.00,veh33,2686.14,856.95,1.07
123.00,veh34,2551.51,813.94,1.05
123.00,veh4,3239.28,1033.44,1.31
123.00,veh48,4493.91,1433.75,1.84
123.00,veh49,3278.84,1046.10,1.28
123.00,veh5,1750.25,558.38,0.63
123.00,veh6,0.00,0.00,0.00
124.00,veh12,4521.18,1442.47,1.83
124.00,veh13,4115.53,1313.04,1.66
124.00,veh14,3591.73,1145.88,1.47
124.00,veh15,3183.26,1015.56,1.29
124.00,veh16,2194.24,700.03,0.83
124.00,veh22,0.00,0.00,0.00
124.00,veh23,2902.56,926.01,1.16
124.00,veh24,2894.27,923.37,1.15
124.00,veh25,2810.64,896.68,1.12
124.00,veh26,2902.21,925.87,1.18
124.00,veh3,3237.50,1032.93,1.25
124.00,veh30,2168.29,691.72,0.85
124.00,veh31,2632.80,839.90,1.07
124.00,veh32,2452.80,782.46,1.00
124.00,veh33,2834.55,904.31,1.13
124.00,veh34,2507.09,799.79,1.02
124.00,veh4,3784.72,1207.46,1.55
124.00,veh48,4126.68,1316.61,1.65
124.00,veh49,3212.01,1024.79,1.24
124.00,veh5,2077.63,662.82,0.78
124.00,veh6,1758.54,561.03,0.63
125.00,veh12,0.00,0.00,0.00
125.00,veh13,4263.02,1360.10,1.72
125.00,veh14,3843.69,1226.27,1.58
125.00,veh15,3577.14,1141.23,1.46
125.00,veh16,0.00,0.00,0.00
125.00,veh22,1984.24,633.04,0.73
125.00,veh23,2978.28,950.18,1.18
125.00,veh24,3607.38,1150.88,1.47
125.00,veh25,3198.42,1020.40,1.29
125.00,veh26,2778.42,886.39,1.11
125.00,veh3,4333.57,1382.61,1.75
125.00,veh30,2685.39,856.70,1.08
125.00,veh31,2903.60,926.31,1.19
125.00,veh32,2459.29,784.54,1.00
125.00,veh33,3064.40,977.65,1.23
125.00,veh34,2492.78,795.23,1.01
125.00,veh35,2298.06,733.06,0.96
125.00,veh4,3758.82,1199.21,1.52
125.00,veh49,3249.02,1036.61,1.25
125.00,veh5,2685.53,856.76,1.07
125.00,veh6,1955.44,623.84,0.73
126.00,veh12,1629.59,519.94,0.53
126.00,veh13,4940.98,1576.40,2.03
126.00,veh14,3989.48,1272.80,1.63
126.00,veh15,2961.89,944.96,1.16
126.00,veh16,2884.87,920.34,1.17
126.00,veh22,0.00,0.00,0.00
126.00,veh23,0.00,0.00,0.00
126.00,veh24,3009.97,960.31,1.18
126.00,veh25,2867.63,914.88,1.13
126.00,veh26,3023.82,964.69,1.22
126.00,veh3,3774.56,1204.29,1.48
126.00,veh30,2619.96,835.83,1.04
126.00,veh31,2341.05,746.85,0.92
126.00,veh32,2559.08,816.38,1.04
126.00,veh33,0.00,0.00,0.00
126.00,veh34,2754.44,878.72,1.12
126.00,veh35,2409.37,768.58,1.00
126.00,veh4,4210.94,1343.46,1.72
126.00,veh5,3183.09,1015.50,1.29
126.00,veh6,3038.68,969.42,1.23
127.00,veh12,1908.78,609.00,0.66
127.00,veh13,0.00,0.00,0.00
127.00,veh14,4334.51,1382.89,1.78
127.00,veh15,3793.71,1210.34,1.54
127.00,veh16,2806.72,895.42,1.12
127.00,veh22,3171.39,1011.75,1.30
127.00,veh23,0.00,0.00,0.00
127.00,veh24,1947.88,621.48,0.67
127.00,veh25,3064.35,977.65,1.21
127.00,veh26,2857.20,911.55,1.13
127.00,veh3,4180.21,1333.70,1.66
127.00,veh30,3124.12,996.68,1.27
127.00,veh31,2357.40,752.07,0.92
127.00,veh32,2925.84,933.40,1.20
127.00,veh33,0.00,0.00,0.00
127.00,veh34,2891.75,922.54,1.18
127.00,veh35,2509.96,800.69,1.04
127.00,veh4,4018.10,1281.96,1.62
127.00,veh5,3543.89,1130.62,1.45
127.00,veh6,3395.64,1083.31,1.39
128.00,veh12,0.00,0.00,0.00
128.00,veh13,0.00,0.00,0.00
128.00,veh14,4079.03,1301.39,1.64
128.00,veh15,3949.68,1260.11,1.60
128.00,veh16,3200.34,1021.01,1.30
128.00,veh22,2226.00,710.16,0.85
128.00,veh23,3174.83,1012.85,1.30
128.00,veh24,0.00,0.00,0.00
128.00,veh25,3973.54,1267.71,1.63
128.00,veh26,3475.61,1108.84,1.41
128.00,veh30,3281.86,1047.02,1.33
128.00,veh31,2659.08,848.32,1.06
128.00,veh32,2795.20,891.74,1.13
128.00,veh33,0.00,0.00,0.00
128.00,veh34,3301.42,1053.24,1.36
128.00,veh35,2614.36,834.01,1.08
128.00,veh4,3772.50,1203.62,1.49
128.00,veh5,3347.52,1067.99,1.34
128.00,veh6,3396.13,1083.48,1.38
129.00,veh12,3060.22,976.34,1.20
129.00,veh13,3032.77,967.54,1.23
129.00,veh14,3577.81,1141.51,1.39
129.00,veh15,3620.10,1154.98,1.43
129.00,veh16,2911.28,928.80,1.15
129.00,veh22,2092.81,667.67,0.78
129.00,veh23,1895.69,604.79,0.69
129.00,veh24,2881.61,919.32,1.15
129.00,veh25,0.00,0.00,0.00
129.00,veh26,3677.56,1173.28,1.49
129.00,veh30,2962.90,945.27,1.17
129.00,veh31,3038.36,969.33,1.22
129.00,veh32,2933.16,935.76,1.18
129.00,veh33,3078.80,982.22,1.26
129.00,veh34,2962.60,945.17,1.19
129.00,veh35,2508.36,800.20,1.02
129.00,veh36,2298.06,733.06,0.96
129.00,veh4,4719.52,1505.74,1.92
129.00,veh5,3276.36,1045.30,1.30
129.00,veh6,3790.06,1209.17,1.55
130.00,veh12,3065.46,978.02,1.20
130.00,veh13,2761.70,881.07,1.09
130.00,veh14,0.00,0.00,0.00
130.00,veh15,4611.45,1471.25,1.89
130.00,veh16,3213.20,1025.13,1.28
130.00,veh22,2366.24,754.91,0.91
130.00,veh23,0.00,0.00,0.00
130.00,veh24,1786.05,569.82,0.63
130.00,veh25,3112.46,992.98,1.25
130.00,veh26,0.00,0.00,0.00
130.00,veh30,2965.68,946.17,1.16
130.00,veh31,2964.33,945.72,1.18
130.00,veh32,2992.76,954.79,1.20
130.00,veh33,2184.34,696.87,0.83
130.00,veh34,2779.18,886.66,1.09
130.00,veh35,2540.71,810.53,1.02
130.00,veh36,2305.86,735.55,0.95
130.00,veh4,5134.81,1638.24,2.10
130.00,veh5,3122.03,996.07,1.22
130.00,veh6,3757.52,1198.80,1.52
131.00,veh12,3442.01,1098.15,1.36
131.00,veh13,3229.07,1030.18,1.30
131.00,veh14,0.00,0.00,0.00
131.00,veh15,4866.65,1552.68,1.99
131.00,veh16,3453.74,1101.88,1.39
131.00,veh22,3160.51,1008.31,1.28
131.00,veh23,2641.86,842.82,1.05
131.00,veh24,0.00,0.00,0.00
131.00,veh25,0.00,0.00,0.00
131.00,veh26,2942.85,938.89,1.15
131.00,veh30,3043.93,971.14,1.19
131.00,veh31,3397.10,1083.80,1.37
131.00,veh32,0.00,0.00,0.00
131.00,veh33,3226.66,1029.40,1.31
131.00,veh34,3763.47,1200.68,1.54
131.00,veh35,2636.71,841.17,1.06
131.00,veh36,2461.77,785.31,1.02
131.00,veh5,3762.04,1200.26,1.51
131.00,veh6,3162.86,1009.11,1.23
132.00,veh12,3801.61,1212.88,1.52
132.00,veh13,3417.80,1090.40,1.38
132.00,veh14,0.00,0.00,0.00
132.00,veh15,0.00,0.00,0.00
132.00,veh16,3664.73,1169.20,1.47
132.00,veh22,3056.72,975.21,1.22
132.00,veh23,3100.56,989.17,1.26
132.00,veh24,2094.16,668.09,0.79
132.00,veh25,0.00,0.00,0.00
132.00,veh26,0.00,0.00,0.00
132.00,veh30,3162.66,1009.03,1.24
132.00,veh31,3089.42,985.65,1.22
132.00,veh32,2507.17,799.87,0.97
132.00,veh33,0.00,0.00,0.00
132.00,veh34,3136.07,1000.54,1.23
132.00,veh35,2590.25,826.35,1.03
132.00,veh36,2596.42,828.28,1.07
132.00,veh5,4190.94,1337.10,1.70
132.00,veh6,3247.80,1036.21,1.26
133.00,veh12,4657.32,1485.88,1.91
133.00,veh13,3175.45,1013.10,1.25
133.00,veh14,1613.39,514.74,0.55
133.00,veh15,0.00,0.00,0.00
133.00,veh16,3559.08,1135.51,1.41
133.00,veh22,3010.35,960.42,1.18
133.00,veh23,3049.30,972.83,1.22
133.00,veh24,3300.38,1052.91,1.35
133.00,veh25,2120.98,676.65,0.81
133.00,veh26,0.00,0.00,0.00
133.00,veh30,3563.44,1136.89,1.42
133.00,veh31,3292.60,1050.48,1.30
133.00,veh32,3385.32,1080.03,1.38
133.00,veh33,2036.64,649.76,0.75
133.00,veh34,3111.16,992.60,1.21
133.00,veh35,3330.05,1062.38,1.37
133.00,veh36,2780.08,886.88,1.15
133.00,veh40,2298.06,733.06,0.96
133.00,veh5,1924.44,614.05,0.61
133.00,veh6,4053.93,1293.39,1.63
134.00,veh12,3933.48,1254.98,1.55
134.00,veh13,3739.53,1193.06,1.51
134.00,veh14,2179.19,695.23,0.82
134.00,veh15,0.00,0.00,0.00
134.00,veh16,4530.37,1445.38,1.86
134.00,veh22,3253.65,1038.05,1.29
134.00,veh23,3542.16,1130.07,1.44
134.00,veh24,2384.45,760.72,0.91
134.00,veh25,2720.83,868.02,1.08
134.00,veh26,1859.94,593.38,0.68
134.00,veh30,3351.93,1069.43,1.31
134.00,veh31,4031.51,1286.22,1.64
134.00,veh32,3049.81,973.01,1.21
134.00,veh33,3294.10,1050.92,1.34
134.00,veh34,1859.77,593.39,0.62
134.00,veh35,3524.42,1124.40,1.45
134.00,veh36,2811.70,896.98,1.15
134.00,veh40,2286.51,729.37,0.95
134.00,veh6,4422.54,1411.00,1.79
135.00,veh12,4620.56,1474.18,1.87
135.00,veh13,3808.81,1215.18,1.53
135.00,veh14,2815.98,898.39,1.11
135.00,veh15,2187.43,697.86,0.83
135.00,veh16,3842.53,1225.96,1.52
135.00,veh22,3358.75,1071.59,1.33
135.00,veh23,3932.12,1254.49,1.61
135.00,veh24,0.00,0.00,0.00
135.00,veh25,0.00,0.00,0.00
135.00,veh26,2197.18,700.96,0.84
135.00,veh30,4041.98,1289.58,1.62
135.00,veh31,4516.20,1440.86,1.85
135.00,veh32,3080.45,982.79,1.21
135.00,veh33,2794.83,891.66,1.09
135.00,veh34,0.00,0.00,0.00
135.00,veh35,2805.05,894.92,1.10
135.00,veh36,2869.09,915.30,1.17
135.00,veh40,2320.58,740.25,0.96
135.00,veh6,4524.39,1443.50,1.82
136.00,veh13,4379.07,1397.12,1.78
136.00,veh14,2931.73,935.33,1.16
136.00,veh15,2979.77,950.64,1.19
136.00,veh16,0.00,0.00,0.00
136.00,veh22,3464.95,1105.48,1.37
136.00,veh23,3541.74,1129.97,1.41
136.00,veh24,3262.51,1040.84,1.32
136.00,veh25,2938.55,937.47,1.19
136.00,veh26,0.00,0.00,0.00
136.00,veh30,4540.43,1448.61,1.84
136.00,veh31,2995.42,955.71,1.12
136.00,veh32,3303.73,1054.03,1.31
136.00,veh33,3141.20,1002.17,1.24
136.00,veh34,0.00,0.00,0.00
136.00,veh35,3075.84,981.31,1.21
136.00,veh36,2579.51,822.93,1.02
136.00,veh40,2527.63,806.32,1.05
137.00,veh13,3623.68,1156.14,1.41
137.00,veh14,3782.95,1206.90,1.55
137.00,veh15,3595.95,1147.23,1.47
137.00,veh16,0.00,0.00,0.00
137.00,veh22,4232.16,1350.24,1.72
137.00,veh23,3733.48,1191.14,1.49
137.00,veh24,3336.81,1064.56,1.35
137.00,veh25,3214.88,1025.64,1.31
137.00,veh26,2902.94,926.11,1.17
137.00,veh30,0.00,0.00,0.00
137.00,veh31,4324.18,1379.62,1.74
137.00,veh32,3134.32,999.99,1.22
137.00,veh33,3788.49,1208.68,1.54
137.00,veh34,1946.54,621.01,0.71
137.00,veh35,3015.53,962.09,1.18
137.00,veh36,3366.31,1073.95,1.38
137.00,veh40,2626.70,837.94,1.08
138.00,veh13,4981.69,1589.39,2.04
138.00,veh14,3056.94,975.30,1.19
138.00,veh15,3540.52,1129.56,1.43
138.00,veh16,3158.93,1007.78,1.29
138.00,veh22,0.00,0.00,0.00
138.00,veh23,4199.02,1339.67,1.70
138.00,veh24,3534.71,1127.71,1.43
138.00,veh25,3536.68,1128.32,1.45
138.00,veh26,2657.45,847.80,1.05
138.00,veh30,0.00,0.00,0.00
138.00,veh31,0.00,0.00,0.00
138.00,veh32,3844.57,1226.59,1.54
138.00,veh33,2952.84,942.10,1.13
138.00,veh34,3244.25,1035.02,1.32
138.00,veh35,4185.28,1335.27,1.72
138.00,veh36,3447.54,1099.88,1.41
138.00,veh40,2448.51,781.10,0.99
138.00,veh41,2298.06,733.06,0.96
139.00,veh14,4179.41,1333.40,1.71
139.00,veh15,3799.03,1212.04,1.54
139.00,veh16,2945.92,939.84,1.18
139.00,veh22,0.00,0.00,0.00
139.00,veh23,3430.16,1094.40,1.32
139.00,veh24,3590.51,1145.52,1.44
139.00,veh25,2836.48,904.95,1.11
139.00,veh26,3506.08,1118.55,1.44
139.00,veh30,2578.47,822.59,1.03
139.00,veh31,0.00,0.00,0.00
139.00,veh32,4391.38,1401.04,1.79
139.00,veh33,3860.66,1231.72,1.55
139.00,veh34,2930.05,934.79,1.16
139.00,veh35,3222.80,1028.23,1.25
139.00,veh36,3215.25,1025.79,1.28
139.00,veh40,2860.19,912.45,1.17
139.00,veh41,2365.27,754.51,0.98
140.00,veh14,3541.46,1129.89,1.40
140.00,veh15,4062.76,1296.19,1.65
140.00,veh16,2338.92,746.20,0.89
140.00,veh22,3275.22,1044.89,1.34
140.00,veh23,0.00,0.00,0.00
140.00,veh24,3084.54,984.12,1.19
140.00,veh25,3723.81,1188.03,1.51
140.00,veh26,3063.07,977.23,1.22
140.00,veh30,3200.44,1021.03,1.31
140.00,veh31,1864.20,594.73,0.69
140.00,veh32,0.00,0.00,0.00
140.00,veh33,3602.98,1149.53,1.42
140.00,veh34,3710.38,1183.75,1.51
140.00,veh35,0.00,0.00,0.00
140.00,veh36,3400.30,1084.83,1.36
140.00,veh40,2489.24,794.12,0.99
140.00,veh41,2422.74,772.86,1.00
141.00,veh14,4156.64,1326.16,1.68
141.00,veh15,3453.33,1101.78,1.35
141.00,veh16,2918.89,931.23,1.15
141.00,veh22,3196.45,1019.78,1.29
141.00,veh23,0.00,0.00,0.00
141.00,veh24,3169.10,1011.10,1.22
141.00,veh25,3316.55,1058.12,1.31
141.00,veh26,3035.01,968.29,1.19
141.00,veh30,3080.76,982.86,1.24
141.00,veh31,0.00,0.00,0.00
141.00,veh32,0.00,0.00,0.00
141.00,veh33,0.00,0.00,0.00
141.00,veh34,3372.39,1075.93,1.34
141.00,veh35,2237.75,713.92,0.84
141.00,veh36,3381.82,1078.95,1.34
141.00,veh40,2870.51,915.76,1.16
141.00,veh41,2619.56,835.66,1.08
142.00,veh14,3871.00,1235.05,1.53
142.00,veh15,3459.05,1103.62,1.34
142.00,veh16,3440.20,1097.55,1.39
142.00,veh22,1940.39,619.07,0.69
142.00,veh23,0.00,0.00,0.00
142.00,veh24,4460.80,1423.19,1.82
142.00,veh25,3670.98,1171.21,1.47
142.00,veh26,3608.03,1151.11,1.45
142.00,veh30,3300.86,1053.09,1.33
142.00,veh31,3025.35,965.16,1.24
142.00,veh32,0.00,0.00,0.00
142.00,veh33,0.00,0.00,0.00
142.00,veh34,4180.07,1333.61,1.71
142.00,veh35,2811.63,897.01,1.11
142.00,veh36,3768.79,1202.41,1.51
142.00,veh40,3093.55,986.93,1.26
142.00,veh41,2655.50,847.14,1.09
142.00,veh42,2298.06,733.06,0.96
143.00,veh15,4170.63,1330.63,1.67
143.00,veh16,3202.57,1021.75,1.27
143.00,veh22,3386.05,1080.27,1.36
143.00,veh23,2350.59,749.93,0.89
143.00,veh24,0.00,0.00,0.00
143.00,veh25,4086.49,1303.77,1.65
143.00,veh26,3638.65,1160.89,1.46
143.00,veh30,2962.76,945.24,1.16
143.00,veh31,3024.50,964.90,1.22
143.00,veh32,1898.22,605.60,0.69
143.00,veh33,0.00,0.00,0.00
143.00,veh34,3299.24,1052.62,1.28
143.00,veh35,3595.33,1147.03,1.47
143.00,veh36,2639.89,842.28,0.97
143.00,veh40,3180.87,1014.80,1.28
143.00,veh41,2776.55,885.77,1.13
143.00,veh42,2323.58,741.21,0.96
144.00,veh16,3536.30,1128.23,1.41
144.00,veh22,3111.95,992.84,1.22
144.00,veh23,1727.60,551.18,0.59
144.00,veh24,0.00,0.00,0.00
144.00,veh25,4445.70,1418.38,1.81
144.00,veh26,4231.94,1350.17,1.72
144.00,veh30,3707.50,1182.84,1.50
144.00,veh31,2731.36,871.39,1.08
144.00,veh32,3059.83,976.18,1.23
144.00,veh33,1897.08,605.23,0.69
144.00,veh34,1945.10,620.63,0.63
144.00,veh35,3187.07,1016.80,1.26
144.00,veh36,0.00,0.00,0.00
144.00,veh40,3414.57,1089.37,1.38
144.00,veh41,2610.12,832.68,1.05
144.00,veh42,2391.38,762.85,0.99
145.00,veh16,3183.76,1015.77,1.23
145.00,veh22,3994.95,1274.55,1.63
145.00,veh23,2779.86,886.88,1.09
145.00,veh24,0.00,0.00,0.00
145.00,veh25,0.00,0.00,0.00
145.00,veh26,4500.28,1435.79,1.84
145.00,veh30,3977.95,1269.13,1.62
145.00,veh31,3614.49,1153.14,1.48
145.00,veh32,3520.73,1123.23,1.44
145.00,veh33,3036.12,968.62,1.22
145.00,veh34,0.00,0.00,0.00
145.00,veh35,3943.51,1258.13,1.61
145.00,veh36,0.00,0.00,0.00
145.00,veh40,3697.47,1179.63,1.50
145.00,veh41,3203.02,1021.85,1.31
145.00,veh42,2586.50,825.11,1.07
146.00,veh16,3440.91,1097.82,1.35
146.00,veh22,3540.81,1129.68,1.40
146.00,veh23,3475.13,1108.70,1.40
146.00,veh24,0.00,0.00,0.00
146.00,veh25,0.00,0.00,0.00
146.00,veh26,4369.26,1394.01,1.76
146.00,veh30,3785.26,1207.67,1.51
146.00,veh31,3805.34,1214.04,1.56
146.00,veh32,3839.24,1224.86,1.57
146.00,veh33,2821.09,900.03,1.11
146.00,veh34,0.00,0.00,0.00
146.00,veh35,4029.48,1285.58,1.64
146.00,veh36,3165.22,1009.80,1.28
146.00,veh40,3922.66,1251.49,1.60
146.00,veh41,3178.05,1013.89,1.29
146.00,veh42,2737.66,873.35,1.13
146.00,veh43,2298.06,733.06,0.96
147.00,veh16,4161.24,1327.63,1.68
147.00,veh22,3862.31,1232.26,1.54
147.00,veh23,3566.21,1137.76,1.44
147.00,veh24,1863.56,594.52,0.69
147.00,veh25,0.00,0.00,0.00
147.00,veh26,0.00,0.00,0.00
147.00,veh30,4161.20,1327.61,1.68
147.00,veh31,3377.53,1077.58,1.34
147.00,veh32,3085.22,984.32,1.20
147.00,veh33,3348.05,1068.15,1.35
147.00,veh34,3168.12,1010.74,1.27
147.00,veh35,3969.27,1266.38,1.59
147.00,veh36,3039.24,969.62,1.21
147.00,veh40,3252.74,1037.78,1.27
147.00,veh41,2741.77,874.72,1.07
147.00,veh42,2707.35,863.69,1.10
147.00,veh43,2295.69,732.30,0.96
148.00,veh16,2386.08,761.33,0.83
148.00,veh22,4526.17,1444.05,1.84
148.00,veh23,3426.55,1093.22,1.36
148.00,veh24,2659.80,848.55,1.06
148.00,veh25,0.00,0.00,0.00
148.00,veh26,0.00,0.00,0.00
148.00,veh30,3139.85,1001.80,1.18
148.00,veh31,3295.86,1051.53,1.29
148.00,veh32,3472.64,1107.93,1.38
148.00,veh33,3733.81,1191.23,1.52
148.00,veh34,1937.45,618.14,0.68
148.00,veh35,4669.17,1489.67,1.91
148.00,veh36,3014.13,961.62,1.19
148.00,veh40,3780.81,1206.25,1.51
148.00,veh41,3408.86,1087.55,1.38
148.00,veh42,2546.53,812.40,1.02
148.00,veh43,2379.24,758.97,0.99
149.00,veh22,3964.26,1264.81,1.56
149.00,veh23,3492.38,1114.23,1.38
149.00,veh24,2648.68,845.01,1.04
149.00,veh25,1959.18,625.03,0.73
149.00,veh26,0.00,0.00,0.00
149.00,veh30,0.00,0.00,0.00
149.00,veh31,3129.24,998.39,1.20
149.00,veh32,4456.13,1421.69,1.83
149.00,veh33,3603.51,1149.67,1.44
149.00,veh34,2303.10,734.79,0.85
149.00,veh35,0.00,0.00,0.00
149.00,veh36,3860.88,1231.76,1.58
149.00,veh40,3952.22,1260.95,1.57
149.00,veh41,3914.99,1249.03,1.60
149.00,veh42,2665.90,850.49,1.07
149.00,veh43,2347.18,748.75,0.96
150.00,veh23,4383.03,1398.38,1.79
150.00,veh24,3494.30,1114.79,1.43
150.00,veh25,3227.31,1029.60,1.32
150.00,veh26,3161.92,1008.74,1.29
150.00,veh30,1704.64,543.87,0.58
150.00,veh31,3987.86,1272.31,1.60
150.00,veh32,3378.24,1077.84,1.30
150.00,veh33,3117.20,994.54,1.20
150.00,veh34,3148.02,1004.34,1.25
150.00,veh35,0.00,0.00,0.00
150.00,veh36,3655.23,1166.17,1.47
150.00,veh40,3841.47,1225.63,1.51
150.00,veh41,4073.68,1299.67,1.66
150.00,veh42,3122.11,996.04,1.27
150.00,veh43,2563.58,817.80,1.06
151.00,veh23,3864.37,1232.93,1.53
151.00,veh24,3519.23,1122.76,1.43
151.00,veh25,3164.01,1009.42,1.28
151.00,veh26,3441.17,1097.84,1.41
151.00,veh30,2853.46,910.36,1.12
151.00,veh31,3411.70,1088.51,1.32
151.00,veh32,0.00,0.00,0.00
151.00,veh33,4164.46,1328.65,1.69
151.00,veh34,3197.44,1020.12,1.26
151.00,veh35,2979.11,950.43,1.19
151.00,veh36,3704.28,1181.83,1.48
